Start	End	Direction
hsa:8323	hsa:8325	0
hsa:8323	hsa:8326	0
hsa:8324	hsa:8325	0
hsa:8324	hsa:8326	0
hsa:8325	hsa:8326	0
hsa:1855	hsa:1856	0
hsa:1855	hsa:1857	0
hsa:1856	hsa:1857	0
hsa:11211	hsa:1855	1
hsa:11211	hsa:1856	1
hsa:11211	hsa:1857	1
hsa:2535	hsa:1855	1
hsa:2535	hsa:1856	1
hsa:2535	hsa:1857	1
hsa:7855	hsa:1855	1
hsa:7855	hsa:1856	1
hsa:7855	hsa:1857	1
hsa:7976	hsa:1855	1
hsa:7976	hsa:1856	1
hsa:7976	hsa:1857	1
hsa:8321	hsa:1855	1
hsa:8321	hsa:1856	1
hsa:8321	hsa:1857	1
hsa:8322	hsa:1855	1
hsa:8322	hsa:1856	1
hsa:8322	hsa:1857	1
hsa:8323	hsa:1855	1
hsa:8323	hsa:1856	1
hsa:8323	hsa:1857	1
hsa:8324	hsa:1855	1
hsa:8324	hsa:1856	1
hsa:8324	hsa:1857	1
hsa:8325	hsa:1855	1
hsa:8325	hsa:1856	1
hsa:8325	hsa:1857	1
hsa:8326	hsa:1855	1
hsa:8326	hsa:1856	1
hsa:8326	hsa:1857	1
hsa:1855	hsa:2932	1
hsa:1856	hsa:2932	1
hsa:1857	hsa:2932	1
hsa:2932	hsa:1499	1
hsa:10023	hsa:23401	0
hsa:10023	hsa:1855	0
hsa:10023	hsa:1856	0
hsa:10023	hsa:1857	0
hsa:23401	hsa:1855	0
hsa:23401	hsa:1856	0
hsa:23401	hsa:1857	0
hsa:8312	hsa:8313	0
hsa:2932	hsa:8312	0
hsa:2932	hsa:8313	0
hsa:10297	hsa:324	0
hsa:8312	hsa:10297	0
hsa:8312	hsa:324	0
hsa:8313	hsa:10297	0
hsa:8313	hsa:324	0
hsa:122011	hsa:1452	0
hsa:1499	hsa:122011	0
hsa:1499	hsa:1452	0
hsa:1019 hsa:1021	hsa:595	0
hsa:1019 hsa:1021	hsa:5925	1
hsa:595	hsa:5925	1
hsa:1869	hsa:1870	0
hsa:1869	hsa:1871	0
hsa:1870	hsa:1871	0
hsa:5925	hsa:1869	0
hsa:5925	hsa:1870	0
hsa:5925	hsa:1871	0
hsa:51176	hsa:6932	0
hsa:51176	hsa:6934	0
hsa:51176	hsa:83439	0
hsa:6932	hsa:6934	0
hsa:6932	hsa:83439	0
hsa:6934	hsa:83439	0
hsa:1499	hsa:51176	1
hsa:1499	hsa:6932	1
hsa:1499	hsa:6934	1
hsa:1499	hsa:83439	1
hsa:51176	hsa:4609	1
hsa:6932	hsa:4609	1
hsa:6934	hsa:4609	1
hsa:83439	hsa:4609	1
hsa:51176	hsa:595	1
hsa:6932	hsa:595	1
hsa:6934	hsa:595	1
hsa:83439	hsa:595	1
hsa:7157	hsa:1026	1
hsa:10912	hsa:1647	0
hsa:10912	hsa:4616	0
hsa:1647	hsa:4616	0
hsa:7157	hsa:10912	1
hsa:7157	hsa:1647	1
hsa:7157	hsa:4616	1
hsa:7157	hsa:581	1
hsa:7157	hsa:578	1
hsa:7157	hsa:1643	1
hsa:7157	hsa:51426	1
