Start	End	Direction
598	83596	0
598	83985	0
598	84168	0
599	90427	0
602	1387	0
602	2353	0
602	2534	0
602	2957	0
602	2959	0
602	3725	0
602	4790	0
602	4791	0
602	6256	0
602	6464	0
602	6908	0
602	8648	0
602	9367	0
602	10524	0
602	10987	0
602	55728	0
604	3662	0
604	3725	0
604	3726	0
604	3727	0
604	5467	0
604	6667	0
604	7704	0
604	9611	0
604	9612	0
604	9734	0
604	9759	0
604	10014	0
604	25942	0
604	51341	0
604	51564	0
604	54880	0
607	1499	0
607	26108	0
607	90780	0
608	7185	0
608	7186	0
608	7187	0
608	10673	0
608	407977	0
610	348980	0
613	640	0
613	2071	0
613	2242	0
613	2885	0
613	2887	0
613	3717	0
613	4301	0
613	5335	0
613	5777	0
613	5781	0
613	5921	0
613	6464	0
613	6714	0
613	7157	0
613	7409	0
613	7534	0
613	8440	0
613	9094	0
613	11183	0
613	84966	0
617	57062	0
624	4842	0
624	4846	0
624	5781	0
627	4684	0
627	4846	0
627	4908	0
627	4909	0
627	4915	0
629	718	0
629	721	0
629	5199	0
631	7431	0
631	8419	0
632	2677	0
633	1277	0
633	1278	0
633	1284	0
633	2006	0
633	4237	0
633	6442	0
633	7040	0
633	7124	0
634	1088	0
634	4680	0
634	5777	0
634	5781	0
634	5829	0
634	6464	0
636	5870	0
636	10540	0
637	823	0
637	835	0
639	3662	0
639	7088	0
639	7089	0
640	867	0
640	2212	0
640	5336	0
